StudentID,Sex,Date,Subject,Grade,Attendence,pred_grade
30,M,2011-01,gsi014,47,2,48.44569985569986
30,M,2011-02,gsi014,88,4,57.95214743589744
84,M,2016-02,gsi015,35,14,31.787576606400137
84,M,2012-02,gsi015,10,16,26.61737151737152
84,M,2013-01,gsi015,10,44,7.0
626,M,2011-02,gsi005,60,18,26.89428571428571
626,M,2013-02,gsi015,60,14,31.787576606400137
322,M,2011-02,gsi014,22,6,44.032448107448104
322,M,2012-02,gsi015,0,72,0.0
322,M,2013-02,gsi015,2,24,10.945833333333335
477,F,2015-02,gsi015,82,0,71.19967706313294
485,M,2015-02,gsi015,78,0,71.19967706313294
511,M,2015-02,gsi015,78,0,71.19967706313294
469,M,2015-02,gsi015,65,2,62.57671514106808
119,M,2016-02,gsi015,0,30,10.383095238095239
119,M,2015-02,gsi015,21,20,29.4
470,M,2015-02,gsi015,70,18,35.51038794538795
32,M,2011-01,gsi014,44,0,57.604094058676104
418,F,2017-02,ggi005,15,6,25.09285714285714
434,F,2017-02,ggi005,65,4,33.575
33,M,2011-01,gsi014,71,6,44.032448107448104
35,M,2011-01,gsi014,60,0,57.604094058676104
354,F,2012-02,gsi015,53,4,62.1510829962276
354,F,2011-02,gsi005,60,0,49.49473075488123
354,F,2013-01,gsi015,60,2,62.57671514106808
631,M,2011-02,gsi005,22,26,10.266666666666666
357,M,2012-02,gsi015,0,48,0.0
357,M,2011-02,gsi005,100,2,57.25812800476755
357,M,2013-01,gsi015,0,72,0.0
866,M,2009-01,gem03,60,0,61.89409798534799
355,M,2012-02,gsi015,95,6,55.489641517263635
355,M,2015-02,gsi037,81,2,80.03333333333333
355,M,2011-02,gsi005,60,8,42.483148010400335
403,M,2017-02,ggi017,16,10,81.46666666666667
629,M,2011-02,gsi005,70,2,57.25812800476755
629,M,2013-01,gsi015,72,14,31.787576606400137
813,M,2015-01,gsi015,21,16,26.61737151737152
813,M,2013-01,gsi005,60,0,49.49473075488123
854,M,2013-01,gsi015,60,12,37.34099125848352
649,M,2011-02,gsi005,60,6,41.04712933995829
62,M,2011-01,gsi014,61,0,57.604094058676104
335,M,2011-02,gsi014,44,6,44.032448107448104
394,M,2012-02,gsi015,91,0,71.19967706313294
394,M,2011-02,gsi005,60,0,49.49473075488123
336,M,2011-02,gsi014,53,16,42.56838383838384
646,F,2011-02,gsi005,63,4,50.207818850067724
786,M,2014-01,gsi015,14,16,26.61737151737152
786,M,2013-01,gsi005,60,0,49.49473075488123
63,M,2011-01,gsi014,30,2,48.44569985569986
63,M,2011-02,gsi014,60,4,57.95214743589744
645,M,2011-02,gsi005,60,12,41.44494755244756
645,M,2013-01,gsi015,71,14,31.787576606400137
801,M,2014-01,gsi015,0,14,31.787576606400137
801,M,2013-01,gsi005,35,22,21.953333333333333
338,F,2011-02,gsi014,72,14,52.84895104895105
647,F,2011-02,gsi005,41,0,49.49473075488123
647,F,2014-01,gsi015,67,4,62.1510829962276
647,F,2013-01,gsi015,3,36,7.55
647,F,2013-02,gsi015,4,12,37.34099125848352
67,F,2011-01,gsi014,21,6,44.032448107448104
67,F,2011-02,gsi014,52,8,55.38188672438673
395,M,2012-02,gsi015,50,4,62.1510829962276
395,M,2011-02,gsi005,60,4,50.207818850067724
395,M,2013-01,gsi015,61,8,52.25605223080223
782,M,2014-01,gsi015,68,12,37.34099125848352
782,M,2013-01,gsi005,69,6,41.04712933995829
392,M,2012-02,gsi015,63,4,62.1510829962276
392,M,2011-02,gsi005,66,4,50.207818850067724
393,M,2012-02,gsi015,34,8,52.25605223080223
393,M,2011-02,gsi005,60,4,50.207818850067724
393,M,2013-02,gsi015,60,2,62.57671514106808
893,M,2009-02,gem03,43,14,59.89818181818182
523,M,2015-02,gsi037,50,12,78.60944444444445
68,M,2011-01,gsi014,46,8,55.38188672438673
68,M,2011-02,gsi014,65,18,56.666666666666664
798,M,2014-01,gsi015,96,4,62.1510829962276
798,M,2013-01,gsi005,93,2,57.25812800476755
701,F,2014-02,gsi015,8,16,26.61737151737152
701,F,2015-01,gsi015,74,6,55.489641517263635
701,F,2013-01,gsi005,60,4,50.207818850067724
842,M,2013-01,gsi005,44,8,42.483148010400335
47,M,2011-01,gsi014,74,8,55.38188672438673
